sno,Zone,State,City,Name,Type,Establishment Year,time needed to visit in hrs,Google review rating,Entrance Fee in INR,Airport with 50km Radius,Weekly Off,Significance,DSLR Allowed,Number of google review in lakhs,Best Time to visit
398,Eastern,Rajasthan,Jodhpur,Beard LLC Temple,Temple,1567,3.1,3.7,200,Yes,None,Historical,No,2.89,Evening
399,Western,Uttar Pradesh,Lucknow,Walton-White Palace,Palace,1316,3.7,3.9,10,No,Wednesday,Scientific,No,2.42,Morning
400,Northern,Karnataka,Hampi,Adams-Hernandez Fort,Fort,1205,1.1,3.8,50,No,Thursday,Architectural,No,0.36,Afternoon
401,Northern,Rajasthan,Udaipur,Fritz LLC Lake,Lake,1950,5.1,4.0,100,No,Tuesday,Architectural,No,5.0,Morning
402,Northern,Maharashtra,Mumbai,"Higgins, Jones and Casey Palace",Palace,1677,2.5,4.0,20,No,None,Scientific,No,2.8,Morning
403,Eastern,Assam,Kaziranga,Nielsen-Thompson Lake,Lake,1536,1.2,4.9,50,Yes,Tuesday,Architectural,Yes,1.73,Evening
404,Western,Uttar Pradesh,Agra,"Mitchell, Wright and Washington Hill Station",Hill Station,1700,1.3,4.4,10,Yes,Thursday,Cultural,No,4.11,Morning
405,Southern,Tamil Nadu,Ooty,Munoz and Sons Lake,Lake,1239,2.4,3.7,100,Yes,Thursday,Historical,No,2.09,Evening
406,Central,Tamil Nadu,Madurai,Mccoy Inc Wildlife Sanctuary,Wildlife Sanctuary,1850,5.9,4.9,0,Yes,Tuesday,Religious,Yes,2.45,Morning
407,Eastern,Tamil Nadu,Ooty,Stevens Group Fort,Fort,1479,2.6,4.1,0,No,Tuesday,Natural,No,3.41,Afternoon
408,Northern,Maharashtra,Mumbai,Bowman Ltd Museum,Museum,1208,3.4,4.9,50,Yes,Tuesday,Cultural,Yes,2.19,Evening
409,Southern,Maharashtra,Mumbai,Werner Inc Beach,Beach,1237,3.4,4.9,20,Yes,None,Architectural,Yes,4.0,Afternoon
410,Eastern,Uttar Pradesh,Lucknow,"Travis, Hill and Cooley Wildlife Sanctuary",Wildlife Sanctuary,1583,4.2,4.0,100,No,Wednesday,Historical,Yes,2.85,Afternoon
411,Northern,Maharashtra,Mumbai,Nelson-Fletcher Hill Station,Hill Station,1870,5.8,4.5,10,No,Monday,Religious,No,3.83,Morning
412,Western,Assam,Guwahati,"Harris, Mitchell and Cox Museum",Museum,1390,3.5,4.9,0,No,Sunday,Religious,No,3.64,Evening
413,North-East,Kerala,Munnar,Guzman PLC Temple,Temple,1925,4.8,3.7,0,No,Saturday,Scientific,No,4.07,Afternoon
414,Western,Kerala,Munnar,"Salas, Bailey and Cole Beach",Beach,1917,1.8,4.6,10,Yes,Thursday,Architectural,Yes,2.73,Afternoon
415,Western,Kerala,Kochi,Bray-Swanson Lake,Lake,1951,5.3,4.8,10,No,None,Architectural,No,3.52,Evening
416,Eastern,West Bengal,Sundarbans,Webster and Sons Museum,Museum,1765,4.3,3.6,200,No,Thursday,Architectural,Yes,0.95,Morning
417,Southern,Goa,Panaji,"Smith, Johnson and Ward Temple",Temple,1412,1.7,4.7,50,Yes,Saturday,Religious,Yes,3.29,Evening
418,Central,Kerala,Kochi,Brennan Inc Beach,Beach,1533,3.0,3.8,50,No,Sunday,Scientific,No,4.18,Evening
419,Eastern,Kerala,Thiruvananthapuram,Foley-Garcia Temple,Temple,1665,2.8,3.7,50,Yes,Tuesday,Architectural,No,1.64,Afternoon
420,Central,Karnataka,Hampi,"Harris, Raymond and Smith Wildlife Sanctuary",Wildlife Sanctuary,1532,3.2,3.6,20,No,Tuesday,Natural,No,4.74,Morning
421,North-East,Goa,Margao,Daugherty Group Palace,Palace,1727,1.3,3.8,100,No,Wednesday,Architectural,Yes,0.88,Morning
422,Northern,Rajasthan,Udaipur,Porter-Clark Palace,Palace,1368,5.2,4.9,200,No,Monday,Architectural,Yes,2.62,Evening
423,Western,Maharashtra,Nagpur,Ruiz-Tucker Palace,Palace,1668,1.6,4.8,100,Yes,Friday,Cultural,Yes,4.15,Evening
424,Eastern,Kerala,Thiruvananthapuram,Meyer-Collins Palace,Palace,1382,2.1,4.1,200,Yes,None,Natural,Yes,1.06,Afternoon
425,Western,Rajasthan,Jodhpur,Skinner-Campbell Temple,Temple,1747,1.0,4.4,0,Yes,Monday,Cultural,No,4.8,Afternoon
426,Central,Kerala,Kochi,Summers Inc Temple,Temple,1403,5.4,4.1,10,No,Monday,Architectural,Yes,3.87,Morning
427,Eastern,Rajasthan,Udaipur,"Hill, Oconnor and Howard Temple",Temple,1293,6.0,4.9,20,Yes,Thursday,Cultural,Yes,3.17,Afternoon
428,Central,Rajasthan,Udaipur,Henry-Ramsey Temple,Temple,1919,3.8,4.4,20,No,Thursday,Historical,No,0.83,Morning
429,Eastern,Tamil Nadu,Madurai,"Nelson, Phelps and Watson Lake",Lake,1574,2.6,4.3,0,No,None,Natural,Yes,3.04,Evening
430,Central,Assam,Tezpur,Fox-Vaughan Temple,Temple,1335,3.8,4.9,20,No,Monday,Cultural,No,1.55,Morning
431,Western,Himachal Pradesh,Manali,"Sharp, Reyes and Evans Beach",Beach,1986,5.4,3.6,20,No,Saturday,Scientific,Yes,2.94,Morning
432,North-East,West Bengal,Kolkata,"Greer, Coleman and Watkins Palace",Palace,1565,1.4,4.9,0,Yes,Wednesday,Natural,No,4.99,Afternoon
433,Eastern,Tamil Nadu,Ooty,Garcia Inc Hill Station,Hill Station,1906,2.5,4.7,200,Yes,Sunday,Historical,No,1.42,Evening
434,Central,Himachal Pradesh,Dharamshala,Adams-Crawford Palace,Palace,1447,3.2,3.7,200,Yes,Friday,Historical,Yes,3.39,Afternoon
435,Central,Rajasthan,Jaipur,"Holmes, Fox and White Beach",Beach,1547,1.1,4.5,200,Yes,Sunday,Religious,No,1.72,Evening
436,Central,Rajasthan,Jodhpur,Mcbride-Ward Museum,Museum,1979,4.6,4.2,10,No,Saturday,Scientific,Yes,0.93,Morning
437,North-East,Maharashtra,Nagpur,Robertson PLC Beach,Beach,2011,4.3,4.8,50,Yes,Saturday,Cultural,Yes,2.7,Afternoon
438,North-East,Goa,Vasco,"Mccarthy, Fuentes and Miller Beach",Beach,1977,5.1,4.1,100,Yes,Wednesday,Scientific,No,4.99,Evening
439,Northern,Tamil Nadu,Madurai,Stewart-Williams Temple,Temple,1453,2.5,4.3,10,No,Tuesday,Historical,Yes,1.39,Evening
440,Western,Maharashtra,Pune,"Gonzalez, Salazar and Miles Fort",Fort,2005,4.0,3.8,200,No,Tuesday,Religious,Yes,1.89,Afternoon
441,Southern,Karnataka,Mysore,"Carney, Medina and Williamson Hill Station",Hill Station,1543,3.6,4.4,50,No,Thursday,Architectural,Yes,2.22,Evening
442,Northern,Kerala,Munnar,Smith and Sons Wildlife Sanctuary,Wildlife Sanctuary,1483,4.5,4.1,50,No,Thursday,Natural,Yes,4.96,Evening
443,North-East,West Bengal,Kolkata,Frost-Smith Museum,Museum,1826,5.6,3.8,200,No,Thursday,Scientific,Yes,0.25,Afternoon
444,Southern,Himachal Pradesh,Manali,Butler Inc Temple,Temple,1894,5.5,3.9,200,No,None,Natural,No,3.31,Afternoon
445,Northern,Maharashtra,Pune,Rivas-Martinez Fort,Fort,1293,3.0,3.9,200,Yes,Wednesday,Religious,No,2.82,Morning
446,North-East,Rajasthan,Jaipur,Kennedy PLC Museum,Museum,1703,5.9,3.7,100,Yes,Thursday,Scientific,Yes,3.96,Morning
447,Eastern,Assam,Guwahati,"Garcia, Gonzalez and Thompson Hill Station",Hill Station,1946,4.6,4.4,10,No,Wednesday,Religious,No,0.9,Afternoon
448,Northern,Rajasthan,Udaipur,Valencia LLC Wildlife Sanctuary,Wildlife Sanctuary,1931,3.6,4.6,20,No,Sunday,Scientific,No,2.78,Morning
449,Northern,Rajasthan,Udaipur,Scott Ltd Wildlife Sanctuary,Wildlife Sanctuary,1840,2.5,4.5,20,No,Friday,Historical,Yes,2.52,Morning
450,Southern,Kerala,Thiruvananthapuram,Fernandez-Herring Lake,Lake,1219,2.6,4.6,10,No,Friday,Religious,No,0.81,Evening
451,North-East,Goa,Margao,Nelson-Nichols Museum,Museum,1720,1.1,3.9,20,Yes,Friday,Religious,Yes,2.75,Evening
452,Western,West Bengal,Sundarbans,Lopez-Walsh Beach,Beach,1963,2.1,4.1,100,No,Wednesday,Religious,Yes,4.07,Morning
453,Western,Karnataka,Mysore,"Holt, Martin and Hamilton Beach",Beach,1461,2.1,4.3,0,Yes,Monday,Natural,No,2.54,Morning
454,Western,Uttar Pradesh,Lucknow,Perkins-Powers Hill Station,Hill Station,1409,5.1,4.6,10,No,Tuesday,Architectural,No,4.24,Evening
455,Northern,Tamil Nadu,Ooty,Cobb-Wright Beach,Beach,1958,5.9,4.9,100,No,Wednesday,Religious,Yes,2.91,Evening
456,Central,Uttar Pradesh,Lucknow,Smith PLC Hill Station,Hill Station,1817,5.7,3.6,200,No,Thursday,Natural,Yes,1.87,Evening
457,North-East,Kerala,Kochi,Meyer LLC Fort,Fort,2010,3.8,4.2,100,Yes,Thursday,Architectural,Yes,2.5,Evening
458,Southern,Karnataka,Mysore,Bates Inc Palace,Palace,1960,1.7,4.8,50,Yes,Sunday,Natural,No,1.24,Morning
459,Northern,Assam,Kaziranga,"Grant, Fuller and Sharp Beach",Beach,1588,1.9,3.9,200,Yes,Tuesday,Cultural,No,2.32,Evening
460,North-East,Rajasthan,Udaipur,Vasquez LLC Wildlife Sanctuary,Wildlife Sanctuary,1227,1.4,4.7,50,No,Wednesday,Cultural,No,4.89,Morning
461,Eastern,Assam,Tezpur,"Daniels, Parker and Sandoval Temple",Temple,1717,4.0,3.8,0,Yes,None,Natural,Yes,1.31,Evening
462,Northern,Goa,Margao,"Flynn, Brown and Perez Fort",Fort,1432,2.4,4.1,0,Yes,None,Cultural,No,3.91,Morning
463,Central,Tamil Nadu,Madurai,Lawrence Group Temple,Temple,1991,1.9,3.6,10,Yes,Friday,Historical,No,3.25,Evening
464,Central,Uttar Pradesh,Lucknow,Sweeney PLC Hill Station,Hill Station,1604,4.5,3.5,10,Yes,None,Cultural,No,4.88,Afternoon
465,Southern,Karnataka,Mysore,Kaiser-Lee Palace,Palace,1738,2.0,4.9,200,Yes,Thursday,Natural,Yes,4.58,Morning
466,Western,Himachal Pradesh,Shimla,Donaldson LLC Museum,Museum,1941,2.8,3.5,100,Yes,Sunday,Religious,No,4.61,Afternoon
467,Western,Uttar Pradesh,Varanasi,Anderson-Sandoval Temple,Temple,1206,5.2,3.8,100,No,Friday,Religious,Yes,3.41,Morning
468,Western,Kerala,Kochi,Cobb-Weiss Temple,Temple,1608,1.5,3.6,10,Yes,Wednesday,Architectural,No,3.77,Morning
469,Central,Goa,Vasco,Adkins-Cantu Fort,Fort,1305,2.9,3.9,100,Yes,Saturday,Historical,No,2.66,Evening
470,Southern,Maharashtra,Mumbai,Gross LLC Palace,Palace,1709,6.0,4.8,20,No,Sunday,Historical,No,1.64,Morning
471,Northern,Karnataka,Bengaluru,James LLC Fort,Fort,1216,4.7,4.6,10,Yes,Sunday,Scientific,No,0.26,Morning
472,Northern,Uttar Pradesh,Lucknow,Ball Group Fort,Fort,1504,5.3,4.4,20,No,Tuesday,Natural,Yes,1.4,Morning
473,Eastern,Kerala,Kochi,Huerta PLC Temple,Temple,1656,2.3,4.1,10,Yes,Wednesday,Cultural,Yes,4.0,Morning
474,Central,Himachal Pradesh,Shimla,Hamilton-Medina Lake,Lake,1932,2.5,4.9,100,Yes,None,Religious,Yes,3.93,Afternoon
475,North-East,West Bengal,Sundarbans,Rodriguez-Wallace Beach,Beach,1200,3.9,3.6,20,Yes,Wednesday,Cultural,No,2.27,Afternoon
476,Southern,Assam,Tezpur,Lewis and Sons Fort,Fort,1468,3.1,4.5,10,No,Monday,Religious,Yes,3.31,Evening
477,Eastern,West Bengal,Darjeeling,Brown Inc Museum,Museum,1312,4.3,4.5,10,Yes,Wednesday,Natural,Yes,4.93,Morning
478,Central,West Bengal,Sundarbans,"Gonzalez, Miller and Brewer Wildlife Sanctuary",Wildlife Sanctuary,1373,1.5,4.0,200,No,Friday,Natural,No,2.92,Afternoon
479,Southern,Himachal Pradesh,Manali,Dean Ltd Wildlife Sanctuary,Wildlife Sanctuary,1201,3.8,4.8,0,Yes,Monday,Historical,No,1.2,Evening
480,North-East,Goa,Vasco,Weiss-Farrell Hill Station,Hill Station,1701,4.5,4.2,20,No,Monday,Religious,No,2.0,Morning
481,Central,Kerala,Munnar,"Schneider, Harrison and Berry Wildlife Sanctuary",Wildlife Sanctuary,1422,2.8,4.3,20,Yes,None,Cultural,Yes,1.01,Afternoon
482,North-East,Kerala,Thiruvananthapuram,Cooley and Sons Museum,Museum,1400,5.2,4.9,0,Yes,None,Historical,No,1.64,Afternoon
483,North-East,Tamil Nadu,Chennai,Duncan Group Beach,Beach,1378,1.6,3.9,10,No,None,Architectural,No,2.88,Morning
484,Western,Goa,Panaji,Mcguire-Johnson Museum,Museum,1300,6.0,3.7,200,No,Thursday,Cultural,Yes,0.12,Afternoon
485,Northern,Rajasthan,Jaipur,Wilson Inc Palace,Palace,1586,3.3,4.1,20,Yes,Sunday,Cultural,No,4.29,Evening
486,Central,Maharashtra,Pune,Woods Group Museum,Museum,1263,3.1,3.8,50,Yes,Monday,Natural,No,2.99,Morning
487,Northern,Uttar Pradesh,Agra,"Jackson, Jenkins and Marshall Beach",Beach,1228,2.7,4.1,0,Yes,None,Historical,Yes,2.39,Morning
488,Northern,Karnataka,Hampi,James Group Hill Station,Hill Station,1485,3.7,4.9,0,No,Wednesday,Religious,Yes,3.26,Morning
489,Central,Goa,Margao,Vasquez-Thompson Palace,Palace,1879,1.9,3.9,0,Yes,Sunday,Religious,No,1.1,Afternoon
490,Northern,Karnataka,Mysore,Hooper Inc Museum,Museum,1213,3.4,4.2,100,No,None,Scientific,No,4.64,Morning
491,Western,Goa,Margao,Dunn-Smith Palace,Palace,1501,1.5,4.6,100,No,Tuesday,Cultural,Yes,3.54,Morning
492,Western,Himachal Pradesh,Shimla,Valdez and Sons Fort,Fort,1630,2.8,3.9,20,No,Wednesday,Natural,No,2.71,Afternoon
493,North-East,Rajasthan,Udaipur,Dean-White Wildlife Sanctuary,Wildlife Sanctuary,1564,2.3,4.6,0,No,Thursday,Historical,Yes,1.14,Evening
494,Northern,Karnataka,Bengaluru,"Joseph, Fuller and Miller Palace",Palace,1286,2.2,4.6,10,Yes,Sunday,Religious,Yes,3.68,Afternoon
495,Southern,Rajasthan,Jaipur,"Williams, Black and Mueller Beach",Beach,1705,5.3,4.3,200,No,Saturday,Scientific,Yes,4.94,Evening
496,Central,Kerala,Munnar,"Byrd, Edwards and Johnson Beach",Beach,1219,2.4,4.5,100,No,Saturday,Religious,No,2.68,Morning
497,Western,Rajasthan,Udaipur,"Knight, Woods and Edwards Wildlife Sanctuary",Wildlife Sanctuary,2012,2.9,4.8,20,Yes,Sunday,Natural,Yes,0.88,Evening
498,Northern,Goa,Panaji,Fuentes-Ford Beach,Beach,1896,2.3,4.4,100,Yes,None,Architectural,Yes,1.11,Morning
499,Central,Himachal Pradesh,Shimla,"Brown, Duran and Oneill Palace",Palace,1878,3.7,4.4,100,Yes,Sunday,Religious,Yes,3.51,Evening
500,Northern,Maharashtra,Nagpur,"Carey, Rose and Olson Hill Station",Hill Station,1287,5.2,4.8,100,Yes,Thursday,Architectural,Yes,2.63,Afternoon
501,Eastern,Kerala,Thiruvananthapuram,"Wong, Contreras and Fernandez Palace",Palace,1569,5.6,4.8,10,No,Sunday,Historical,No,1.28,Morning
502,Central,Maharashtra,Mumbai,Brown-Sloan Temple,Temple,1458,4.0,4.2,20,Yes,Friday,Religious,No,3.56,Afternoon
503,Western,Himachal Pradesh,Manali,Thompson-Moore Temple,Temple,1889,5.0,3.7,20,No,None,Natural,Yes,0.29,Morning
504,Central,Karnataka,Hampi,"Miller, Brady and Miller Palace",Palace,1482,2.6,4.9,200,No,Friday,Religious,Yes,1.31,Evening
505,Central,Rajasthan,Jodhpur,Peterson-Peterson Museum,Museum,1949,2.6,4.0,0,Yes,Monday,Historical,Yes,0.49,Evening
506,Eastern,Maharashtra,Pune,Hardy-Perry Palace,Palace,1458,5.2,5.0,20,Yes,None,Cultural,No,2.99,Evening
507,Southern,Rajasthan,Jaipur,Castaneda-Pacheco Beach,Beach,1297,3.1,3.6,50,Yes,Friday,Natural,No,4.12,Morning
508,Northern,Maharashtra,Pune,Goodwin-Brewer Lake,Lake,1833,5.1,4.8,0,Yes,Friday,Architectural,No,3.57,Afternoon
509,North-East,Maharashtra,Pune,"Hess, Garcia and Guzman Palace",Palace,1856,5.5,3.7,50,Yes,Sunday,Architectural,Yes,0.7,Morning
510,Northern,Karnataka,Hampi,Nguyen LLC Palace,Palace,1222,1.1,4.7,0,No,Tuesday,Historical,Yes,1.67,Evening
511,Southern,Assam,Tezpur,"White, Richards and Cooper Fort",Fort,1233,3.8,4.0,200,No,Saturday,Cultural,Yes,2.89,Afternoon
512,Southern,Rajasthan,Udaipur,Riley-Norton Hill Station,Hill Station,1881,5.5,4.3,50,No,Wednesday,Scientific,No,1.97,Afternoon
513,Central,Kerala,Thiruvananthapuram,Garcia PLC Hill Station,Hill Station,1820,1.8,3.6,200,Yes,Tuesday,Natural,No,2.41,Morning
514,Northern,Rajasthan,Jodhpur,Munoz-Jordan Wildlife Sanctuary,Wildlife Sanctuary,1311,1.7,4.5,100,No,Tuesday,Religious,Yes,4.63,Afternoon
515,Western,Kerala,Kochi,Rivera-Stone Temple,Temple,1460,2.4,3.8,0,Yes,None,Architectural,No,1.17,Afternoon
516,Southern,Maharashtra,Nagpur,Bates PLC Lake,Lake,1978,3.4,4.2,200,No,Saturday,Religious,Yes,0.85,Afternoon
517,Southern,Uttar Pradesh,Lucknow,"Zuniga, Jenkins and Martinez Wildlife Sanctuary",Wildlife Sanctuary,1491,4.0,4.4,0,No,Saturday,Religious,No,0.18,Morning
518,Northern,West Bengal,Sundarbans,Robinson Ltd Palace,Palace,1765,2.7,3.8,10,Yes,Tuesday,Religious,Yes,0.18,Evening
519,Central,Kerala,Munnar,Ellison-Peterson Hill Station,Hill Station,1663,2.8,3.7,0,Yes,Monday,Religious,Yes,2.05,Morning
520,Southern,Himachal Pradesh,Dharamshala,"Gomez, Cervantes and Malone Temple",Temple,1687,3.8,4.1,50,No,Tuesday,Cultural,Yes,4.67,Morning
521,North-East,Karnataka,Bengaluru,Davis LLC Hill Station,Hill Station,2000,1.6,3.7,200,Yes,Friday,Natural,Yes,4.79,Evening
522,Southern,West Bengal,Darjeeling,Johns and Sons Hill Station,Hill Station,1530,5.0,4.8,0,No,None,Natural,Yes,2.37,Morning
523,Eastern,Maharashtra,Nagpur,"Owen, Payne and Rogers Fort",Fort,1409,4.4,3.6,10,Yes,Monday,Cultural,No,3.28,Morning
524,Central,West Bengal,Darjeeling,Hicks and Sons Fort,Fort,1793,3.8,3.9,0,Yes,Thursday,Architectural,No,1.31,Morning
525,Western,Tamil Nadu,Ooty,"Franco, Nguyen and Miller Museum",Museum,1415,4.0,4.1,0,No,None,Cultural,No,4.14,Afternoon
526,North-East,Tamil Nadu,Ooty,"Castillo, Ibarra and Bailey Palace",Palace,1252,5.9,4.3,20,No,None,Cultural,No,4.68,Morning
527,Central,Goa,Margao,Austin Group Fort,Fort,1365,4.5,4.1,50,No,Wednesday,Religious,No,2.42,Morning
528,Northern,Rajasthan,Jodhpur,"Small, Diaz and Jones Palace",Palace,1788,1.3,4.4,200,Yes,Monday,Architectural,Yes,1.86,Evening
529,North-East,Himachal Pradesh,Manali,"Cox, Miller and Ortiz Hill Station",Hill Station,1202,1.0,3.7,100,Yes,Friday,Religious,No,0.24,Afternoon
530,Central,Maharashtra,Nagpur,Stout LLC Hill Station,Hill Station,1511,5.0,4.9,10,Yes,Friday,Religious,Yes,0.55,Morning
531,Northern,Himachal Pradesh,Manali,Gill Group Museum,Museum,1661,5.6,4.5,10,No,Saturday,Natural,No,1.52,Afternoon
532,Southern,Maharashtra,Nagpur,"Petty, Robinson and Hunt Lake",Lake,1899,4.9,4.8,20,Yes,Saturday,Religious,Yes,1.18,Afternoon
533,North-East,Goa,Vasco,Jackson-Bridges Temple,Temple,1483,1.5,4.1,100,No,Tuesday,Natural,No,1.33,Evening
534,Southern,Tamil Nadu,Madurai,Bryan-Gonzalez Lake,Lake,1552,5.6,3.6,20,Yes,Tuesday,Scientific,Yes,2.32,Morning
535,North-East,Himachal Pradesh,Dharamshala,"Griffin, Davis and Dickerson Museum",Museum,1583,5.4,4.2,100,No,None,Scientific,Yes,4.3,Afternoon
536,Central,Rajasthan,Udaipur,Herrera Ltd Beach,Beach,1754,3.0,3.6,10,Yes,Tuesday,Religious,No,1.88,Evening
537,Northern,Maharashtra,Pune,Morse-Lopez Lake,Lake,1795,2.9,4.3,10,Yes,Monday,Religious,Yes,0.45,Evening
538,Northern,Maharashtra,Nagpur,"Scott, Richards and Brown Museum",Museum,1358,4.9,4.9,50,No,Wednesday,Scientific,Yes,1.66,Morning
539,Northern,Maharashtra,Pune,"Morrison, Banks and Kramer Lake",Lake,1868,3.3,3.9,200,Yes,Sunday,Scientific,No,0.83,Afternoon
540,Southern,Himachal Pradesh,Dharamshala,Moyer LLC Fort,Fort,1598,4.2,4.0,0,No,Friday,Cultural,Yes,1.23,Morning
541,Northern,Goa,Panaji,"Allen, Spencer and Cantrell Lake",Lake,1820,4.4,4.3,20,Yes,Sunday,Natural,No,2.38,Afternoon
542,Northern,Assam,Guwahati,Rodriguez Inc Museum,Museum,1601,4.9,4.6,0,Yes,Wednesday,Architectural,Yes,1.85,Afternoon
543,Eastern,Karnataka,Hampi,Carter Group Lake,Lake,2021,4.8,4.7,10,No,Friday,Natural,No,0.14,Evening
544,North-East,Tamil Nadu,Chennai,Hill-Vargas Hill Station,Hill Station,1543,3.0,4.6,200,Yes,Thursday,Scientific,No,2.67,Evening
545,Southern,Tamil Nadu,Madurai,Martin Group Museum,Museum,1316,2.7,3.5,20,Yes,Saturday,Architectural,Yes,1.97,Afternoon
546,Southern,Goa,Vasco,Martin LLC Palace,Palace,1548,4.3,4.9,0,Yes,Monday,Religious,Yes,3.08,Evening
547,Eastern,Himachal Pradesh,Shimla,"Wells, Odom and Levy Fort",Fort,1498,3.6,5.0,200,No,Friday,Historical,Yes,3.47,Evening
548,Western,Himachal Pradesh,Manali,Chen-Hayes Palace,Palace,1968,1.1,4.7,200,No,Friday,Scientific,Yes,1.57,Evening
549,Northern,Rajasthan,Udaipur,Thompson Inc Lake,Lake,1341,5.4,4.8,0,Yes,None,Architectural,No,0.58,Evening
550,Eastern,Goa,Panaji,"Lewis, Hogan and Wilson Museum",Museum,1836,1.3,4.6,200,No,Tuesday,Historical,No,2.39,Afternoon
551,Western,Karnataka,Bengaluru,Brock-Hobbs Hill Station,Hill Station,1771,5.9,4.3,200,Yes,Friday,Religious,No,0.89,Morning
552,Western,Rajasthan,Udaipur,Arroyo-Lopez Lake,Lake,1336,1.1,4.3,100,No,None,Historical,Yes,4.67,Afternoon
553,North-East,West Bengal,Darjeeling,Banks-Hartman Lake,Lake,1963,2.0,3.6,50,No,Friday,Cultural,No,1.03,Morning
554,Central,Maharashtra,Pune,"Harris, Parker and Dixon Palace",Palace,1974,5.4,4.3,200,No,Tuesday,Historical,No,1.73,Afternoon
555,Eastern,Himachal Pradesh,Manali,Scott-Schroeder Palace,Palace,1538,1.7,4.0,20,No,Friday,Cultural,Yes,1.74,Morning
556,Southern,West Bengal,Kolkata,Briggs-Allen Palace,Palace,1465,4.9,5.0,0,No,Wednesday,Religious,Yes,0.17,Evening
557,Northern,Maharashtra,Nagpur,Whitaker Group Museum,Museum,1658,3.4,3.7,200,Yes,Sunday,Natural,No,1.45,Afternoon
558,North-East,Goa,Margao,Baker Ltd Fort,Fort,1214,2.7,3.6,0,No,Saturday,Architectural,Yes,4.38,Morning
559,North-East,Goa,Panaji,"Anderson, Brown and Carey Museum",Museum,1673,2.7,4.9,0,Yes,Wednesday,Natural,No,2.37,Afternoon
560,North-East,Uttar Pradesh,Varanasi,Pratt Group Temple,Temple,1539,4.4,4.8,20,Yes,Saturday,Scientific,Yes,4.91,Afternoon
561,North-East,Goa,Panaji,Chang-Fitzpatrick Fort,Fort,1443,1.1,4.7,20,No,Friday,Natural,Yes,3.68,Afternoon
562,Central,Tamil Nadu,Chennai,Yates LLC Museum,Museum,1839,2.1,3.9,0,Yes,None,Scientific,No,4.26,Evening
563,Central,Karnataka,Hampi,Carroll Ltd Temple,Temple,1755,5.7,4.1,0,Yes,Thursday,Religious,Yes,4.48,Morning
564,Central,Tamil Nadu,Madurai,"Noble, Frank and King Lake",Lake,2014,2.5,5.0,10,No,Friday,Cultural,No,2.92,Morning
565,Southern,Maharashtra,Nagpur,Fisher-Howard Beach,Beach,1703,3.7,5.0,200,Yes,Monday,Architectural,Yes,2.43,Morning
566,North-East,Uttar Pradesh,Varanasi,Jones PLC Lake,Lake,1519,2.9,4.0,100,Yes,Tuesday,Architectural,No,1.71,Evening
567,Central,Rajasthan,Jaipur,"Smith, Clay and Ramirez Temple",Temple,1356,5.5,3.7,0,No,Tuesday,Religious,No,4.19,Morning
568,Southern,Himachal Pradesh,Shimla,Cain-Garcia Beach,Beach,1651,3.6,3.5,200,Yes,Sunday,Religious,Yes,1.87,Morning
569,Northern,Uttar Pradesh,Lucknow,Murphy Inc Wildlife Sanctuary,Wildlife Sanctuary,1846,5.4,4.0,50,No,Wednesday,Historical,Yes,4.36,Evening
570,Southern,Kerala,Munnar,Hall-Ortiz Wildlife Sanctuary,Wildlife Sanctuary,1656,3.2,3.5,10,No,Saturday,Scientific,Yes,3.07,Morning
571,Central,Karnataka,Bengaluru,"Wood, Montes and Collins Museum",Museum,1214,5.4,4.9,20,No,Friday,Natural,Yes,1.52,Evening
572,Eastern,Maharashtra,Nagpur,Herman-Johnson Lake,Lake,1834,3.7,3.8,10,No,Monday,Religious,Yes,3.21,Evening
573,Northern,Assam,Tezpur,"Wright, Flores and Smith Lake",Lake,1668,5.5,4.8,100,No,Monday,Scientific,Yes,3.0,Evening
574,Southern,Himachal Pradesh,Manali,Howard-Murphy Museum,Museum,1920,5.1,3.8,200,No,Sunday,Scientific,No,3.58,Afternoon
575,Northern,Uttar Pradesh,Agra,Marshall-Jones Lake,Lake,1441,3.3,4.8,20,Yes,Tuesday,Religious,Yes,4.97,Evening
576,Central,Karnataka,Mysore,Sheppard-Mccormick Museum,Museum,1228,4.3,4.7,200,Yes,Sunday,Historical,Yes,0.14,Evening
577,Northern,Kerala,Munnar,"Sanchez, Mcclure and Murphy Wildlife Sanctuary",Wildlife Sanctuary,1867,3.6,3.6,20,No,None,Architectural,Yes,4.39,Evening
578,Southern,Himachal Pradesh,Dharamshala,Conway-Garner Palace,Palace,1962,3.2,4.5,200,No,Wednesday,Cultural,Yes,0.36,Evening
579,Western,Goa,Vasco,"Barker, Morse and Ramos Lake",Lake,1836,5.8,4.0,0,No,Friday,Cultural,Yes,0.47,Morning
580,Southern,Uttar Pradesh,Varanasi,"Hardy, Jordan and Lynn Palace",Palace,1774,5.1,4.0,200,Yes,Wednesday,Cultural,No,1.27,Afternoon
581,North-East,Assam,Kaziranga,Ellis and Sons Palace,Palace,1455,5.2,4.3,100,Yes,Thursday,Cultural,Yes,4.34,Afternoon
582,Western,Maharashtra,Mumbai,Friedman-Miller Wildlife Sanctuary,Wildlife Sanctuary,1442,1.6,4.6,0,No,Friday,Scientific,Yes,2.82,Evening
583,Southern,Tamil Nadu,Ooty,"Petty, Lopez and Hall Lake",Lake,1411,2.0,4.5,0,Yes,Wednesday,Architectural,Yes,2.0,Morning
